"Source";"Destination";"Relationship"
174;17317;-1
174;17347;-1
174;17353;-1
174;17356;-1
174;17357;-1
174;17367;-1
174;17378;-1
174;17395;-1
174;17397;-1
174;17403;-1
174;17451;-1
174;17456;-1
174;17557;-1
174;17604;-1
174;17895;-1
174;17978;-1
174;18001;-1
174;18106;-1
174;18119;-1
174;18403;-1
174;18433;-1
174;18438;-1
174;18450;-1
174;18465;-1
174;18470;-1
174;18484;-1
174;18485;-1
174;18486;-1
174;18487;-1
174;18489;-1
174;18490;-1
174;18491;-1
174;18505;-1
174;18516;-1
174;18526;-1
174;18530;-1
174;18531;-1
174;18543;-1
174;18564;-1
174;18590;-1
174;18592;-1
174;18603;-1
174;18621;-1
174;18624;-1
174;18640;-1
174;18642;-1
174;18646;-1
174;18649;-1
174;18650;-1
174;18656;-1
174;18657;-1
174;18672;-1
174;18678;-1
174;18684;-1
174;18712;-1
174;18719;-1
174;18721;-1
174;18734;-1
174;18747;-1
174;18771;-1
174;18778;-1
174;18779;-1
174;18786;-1
174;18788;-1
174;18794;-1
174;18806;-1
174;18812;-1
174;18816;-1
174;18838;-1
174;18845;-1
174;18853;-1
174;18865;-1
174;18880;-1
174;18886;-1
174;18896;-1
174;18911;-1
174;18912;-1
174;18918;-1
174;18919;-1
174;18926;-1
174;18927;-1
174;18928;-1
174;18978;-1
174;18982;-1
174;18986;-1
174;19016;-1
174;19021;-1
174;19024;-1
174;19080;-1
174;19082;-1
174;19091;-1
174;19098;-1
174;19104;-1
174;19116;-1
174;19117;-1
174;19149;-1
174;19151;-1
174;19159;-1
174;19163;-1
174;19165;-1
174;19170;-1
174;19174;-1
174;19189;-1
174;19207;-1
174;19211;-1
174;19214;-1
174;19222;-1
174;19225;-1
174;19234;-1
174;19237;-1
174;19255;-1
174;19256;-1
174;19268;-1
174;19276;-1
174;19303;-1
174;19313;-1
174;19318;-1
174;19359;-1
174;19367;-1
174;19368;-1
174;19384;-1
174;19392;-1
174;19397;-1
174;19404;-1
174;19406;-1
174;19426;-1
174;19427;-1
174;19429;-1
174;19452;-1
174;19453;-1
174;19457;-1
174;19514;-1
174;19515;-1
174;19523;-1
174;19531;-1
174;19543;-1
174;19544;-1
174;19545;-1
174;19578;-1
174;19580;-1
174;19581;-1
174;19596;-1
174;19601;-1
174;19624;-1
174;19627;-1
174;19642;-1
174;19646;-1
174;19679;-1
174;19682;-1
174;19690;-1
174;19693;-1
174;19696;-1
174;19700;-1
174;19702;-1
174;19730;-1
174;19738;-1
174;19740;-1
174;19752;-1
174;19753;-1
174;19754;-1
174;19764;-1
174;19782;-1
174;19796;-1
174;19803;-1
174;19804;-1
174;19808;-1
174;19819;-1
174;19829;-1
174;19830;-1
174;19840;-1
174;19842;-1
174;19845;-1
174;19853;-1
174;19860;-1
174;19863;-1
174;19866;-1
174;19884;-1
174;19896;-1
174;19898;-1
174;19899;-1
174;19912;-1
174;19919;-1
174;19921;-1
174;19931;-1
174;19955;-1
174;19969;-1
174;19970;-1
174;19975;-1
174;19982;-1
174;19984;-1
174;19993;-1
174;20013;-1
174;20018;-1
174;20053;-1
174;20068;-1
174;20075;-1
174;20078;-1
174;20079;-1
174;20081;-1
174;20109;-1
174;20115;-1
174;20130;-1
174;20139;-1
174;20143;-1
174;20159;-1
174;20171;-1
174;20205;-1
174;20222;-1
174;20223;-1
174;20224;-1
174;20228;-1
174;20247;-1
174;20248;-1
174;20252;-1
174;20254;-1
174;20282;-1
174;20286;-1
174;20299;-1
174;20303;-1
174;20306;-1
174;20324;-1
174;20326;-1
174;20330;-1
174;20353;-1
174;20365;-1
174;20385;-1
174;20391;-1
174;20413;-1
174;20459;-1
174;20460;-1
174;20462;-1
174;20473;-1
174;20475;-1
174;20485;0
174;20535;-1
174;20565;-1
174;20574;-1
174;20592;-1
174;20618;-1
174;20650;-1
174;20710;-1
174;20751;-1
174;20756;-1
174;20764;-1
174;20773;-1
174;20836;-1
174;20847;-1
174;20857;-1
174;20860;-1
174;20880;-1
174;20893;-1
174;20904;-1
174;20911;-1
174;20912;-1
174;20915;-1
174;20917;-1
174;20924;-1
174;20926;-1
174;20932;-1
174;20940;-1
174;20952;-1
174;20963;-1
174;20965;-1
174;20969;-1
174;20984;-1
174;20994;-1
174;21003;-1
174;21013;-1
174;21056;-1
174;21057;-1
174;21061;-1
174;21130;-1
174;21159;-1
174;21195;-1
174;21213;-1
174;21217;-1
174;21233;-1
174;21235;-1
174;21245;-1
174;21260;-1
174;21263;-1
174;21267;-1
174;21277;-1
174;21321;-1
174;21409;-1
174;21412;-1
174;21413;-1
174;21433;-1
174;21488;-1
174;21502;-1
174;21511;-1
174;21535;-1
174;21552;-1
174;21554;-1
174;21555;-1
174;21557;-1
174;21560;-1
174;21570;-1
174;21572;-1
174;21580;-1
174;21581;-1
174;21589;-1
174;21591;-1
174;21593;-1
174;21597;-1
174;21611;-1
174;21619;-1
174;21623;-1
174;21624;-1
174;21627;-1
174;21628;-1
174;21634;-1
174;21648;-1
174;21661;-1
174;21665;-1
174;21666;-1
174;21673;-1
174;21675;-1
174;21682;-1
174;21688;-1
174;21709;-1
174;21714;-1
174;21717;-1
174;21719;-1
174;21724;-1
174;21740;-1
174;21743;-1
174;21745;-1
174;21748;-1
174;21766;-1
174;21775;-1
174;21784;-1
174;21833;-1
174;21879;-1
174;21880;-1
174;21886;-1
174;21889;-1
174;21891;-1
174;21942;-1
174;21949;-1
174;21975;-1
174;21976;-1
174;21981;-1
174;21982;-1
174;21986;-1
174;21991;-1
174;22011;-1
174;22027;-1
174;22042;-1
174;22044;-1
174;22071;-1
174;22077;-1
174;22079;-1
174;22088;-1
174;22096;-1
174;22097;-1
174;22101;-1
174;22104;-1
174;22111;-1
174;22115;-1
174;22116;-1
174;22132;-1
174;22138;-1
174;22172;-1
174;22195;-1
174;22196;-1
174;22197;-1
174;22235;-1
174;22238;-1
174;22241;-1
174;22244;-1
174;22255;-1
174;22268;-1
174;22281;-1
174;22288;-1
174;22290;-1
174;22294;-1
174;22299;-1
174;22300;-1
174;22302;-1
174;22316;-1
174;22317;-1
174;22324;-1
174;22347;-1
174;22356;-1
174;22363;-1
174;22367;-1
174;22374;-1
174;22379;-1
174;22385;-1
174;22395;-1
174;22399;-1
174;22402;-1
174;22412;-1
174;22414;-1
174;22422;-1
174;22423;-1
174;22430;-1
174;22438;-1
174;22446;-1
174;22449;-1
174;22458;-1
174;22477;-1
174;22478;-1
174;22479;-1
174;22481;-1
174;22484;-1
174;22507;-1
174;22517;-1
174;22544;-1
174;22549;-1
174;22552;-1
174;22553;-1
174;22554;-1
174;22557;-1
174;22566;-1
174;22571;-1
174;22590;-1
174;22591;-1
174;22597;-1
174;22612;-1
174;22613;-1
174;22618;-1
174;22620;-1
174;22633;-1
174;22640;-1
174;22644;-1
174;22651;-1
174;22652;0
174;22654;-1
174;22662;-1
174;22670;-1
174;22681;-1
174;22687;-1
174;22691;-1
174;22693;-1
174;22722;-1
174;22728;-1
174;22738;-1
174;22747;-1
174;22752;-1
174;22754;-1
174;22766;-1
174;22772;-1
174;22780;-1
174;22781;-1
174;22788;-1
174;22791;-1
174;22806;-1
174;22820;-1
174;22822;-1
174;22830;-1
174;22834;-1
174;22853;-1
174;22857;-1
174;22883;-1
174;22886;-1
174;22890;-1
174;22892;-1
174;22894;-1
174;22898;-1
174;22904;-1
174;22911;-1
174;22917;-1
174;22923;-1
174;22937;-1
174;22973;-1
174;22980;-1
174;22995;-1
174;23003;-1
174;23008;-1
174;23010;-1
174;23012;-1
174;23015;-1
174;23027;-1
174;23028;-1
174;23040;-1
174;23047;-1
174;23051;-1
174;23078;-1
174;23088;-1
174;23089;-1
174;23097;-1
174;23102;-1
174;23103;-1
174;23110;-1
174;23114;-1
174;23123;-1
174;23125;-1
174;23127;-1
174;23136;-1
174;23137;-1
174;23145;-1
174;23158;-1
174;23172;-1
174;23174;-1
174;23191;-1
174;23194;-1
174;23197;-1
174;23211;-1
174;23232;-1
174;23236;-1
174;23237;-1
174;23245;-1
174;23254;-1
174;23267;-1
174;23268;-1
174;23275;-1
174;23288;-1
174;23304;-1
174;23314;-1
174;23325;-1
174;23326;-1
174;23330;-1
174;23334;-1
174;23335;-1
174;23363;-1
174;23367;-1
174;23374;0
174;23376;-1
174;23378;-1
174;23385;-1
174;23387;-1
174;23393;-1
174;23406;-1
174;23419;-1
174;23423;-1
174;23441;-1
174;23473;-1
174;23476;-1
174;23480;-1
174;23481;-1
174;23486;-1
174;23493;-1
174;23499;-1
174;23501;-1
174;23506;-1
174;23507;-1
174;23515;-1
174;23532;-1
174;23541;-1
174;23550;-1
174;23576;-1
174;23746;-1
174;23889;-1
174;23988;-1
174;24218;-1
174;24516;-1
174;24586;-1
174;24592;-1
174;24594;-1
174;24603;-1
174;24611;-1
174;24637;-1
174;24639;-1
174;24640;-1
174;24679;-1
174;24709;-1
174;24711;-1
174;24720;-1
174;24739;-1
174;24753;-1
174;24768;-1
174;24776;-1
174;24785;-1
174;24786;-1
174;24806;-1
174;24822;-1
174;24830;-1
174;24867;-1
174;24904;-1
174;24909;-1
174;24916;-1
174;24940;-1
174;24951;-1
174;24958;-1
174;24961;-1
174;24973;-1
174;24989;-1
174;25002;-1
174;25003;-1
174;25022;-1
174;25087;-1
174;25098;-1
174;25122;-1
174;25151;-1
174;25160;-1
174;25180;-1
