"Source";"Destination";"Relationship"
3356;13876;-1
3356;13877;-1
3356;13880;-1
3356;13886;-1
3356;13889;-1
3356;13891;-1
3356;13897;-1
3356;13904;-1
3356;13907;-1
3356;13938;-1
3356;13951;-1
3356;13954;-1
3356;13955;-1
3356;13982;-1
3356;13984;-1
3356;13998;-1
3356;13999;-1
3356;14010;-1
3356;14015;-1
3356;14022;-1
3356;14041;-1
3356;14044;-1
3356;14045;-1
3356;14047;-1
3356;14058;-1
3356;14064;-1
3356;14066;-1
3356;14091;-1
3356;14094;-1
3356;14103;-1
3356;14106;-1
3356;14116;-1
3356;14119;-1
3356;14126;-1
3356;14127;-1
3356;14131;-1
3356;14135;-1
3356;14140;-1
3356;14155;-1
3356;14161;-1
3356;14182;-1
3356;14193;-1
3356;14195;-1
3356;14201;-1
3356;14205;-1
3356;14208;-1
3356;14211;-1
3356;14222;-1
3356;14244;-1
3356;14265;-1
3356;14280;-1
3356;14283;-1
3356;14287;-1
3356;14288;-1
3356;14290;-1
3356;14294;-1
3356;14299;-1
3356;14301;-1
3356;14306;-1
3356;14323;-1
3356;14325;-1
3356;14330;-1
3356;14335;-1
3356;14340;-1
3356;14356;-1
3356;14361;-1
3356;14362;-1
3356;14365;-1
3356;14371;-1
3356;14380;-1
3356;14383;-1
3356;14398;-1
3356;14399;-1
3356;14413;-1
3356;14416;-1
3356;14422;-1
3356;14424;-1
3356;14436;-1
3356;14438;-1
3356;14446;-1
3356;14453;-1
3356;14454;-1
3356;14462;-1
3356;14469;-1
3356;14477;-1
3356;14489;-1
3356;14492;-1
3356;14527;-1
3356;14537;-1
3356;14539;-1
3356;14540;-1
3356;14543;-1
3356;14566;-1
3356;14567;-1
3356;14575;-1
3356;14582;-1
3356;14589;-1
3356;14590;-1
3356;14602;-1
3356;14605;-1
3356;14609;-1
3356;14610;-1
3356;14626;-1
3356;14627;-1
3356;14635;-1
3356;14648;-1
3356;14652;-1
3356;14653;-1
3356;14672;-1
3356;14676;-1
3356;14686;-1
3356;14687;-1
3356;14689;-1
3356;14693;-1
3356;14699;-1
3356;14717;-1
3356;14739;-1
3356;14747;-1
3356;14755;-1
3356;14762;-1
3356;14782;-1
3356;14785;-1
3356;14787;-1
3356;14793;-1
3356;14799;-1
3356;14818;-1
3356;14821;-1
3356;14824;0
3356;14828;-1
3356;14829;-1
3356;14832;-1
3356;14861;-1
3356;14864;-1
3356;14892;-1
3356;14898;-1
3356;14903;-1
3356;14904;-1
3356;14909;-1
3356;14911;-1
3356;14925;-1
3356;14929;-1
3356;14938;-1
3356;14948;-1
3356;14959;-1
3356;14973;-1
3356;14976;-1
3356;14981;-1
3356;14983;-1
3356;14989;-1
3356;15009;-1
3356;15029;-1
3356;15036;-1
3356;15040;-1
3356;15065;-1
3356;15067;-1
3356;15069;-1
3356;15071;-1
3356;15073;-1
3356;15083;-1
3356;15085;-1
3356;15086;-1
3356;15092;-1
3356;15095;-1
3356;15100;-1
3356;15110;-1
3356;15133;-1
3356;15146;-1
3356;15152;-1
3356;15153;-1
3356;15155;-1
3356;15162;-1
3356;15169;0
3356;15177;0
3356;15188;-1
3356;15189;-1
3356;15193;-1
3356;15202;-1
3356;15209;-1
3356;15211;-1
3356;15215;-1
3356;15216;-1
3356;15219;-1
3356;15221;-1
3356;15224;-1
3356;15226;-1
3356;15247;-1
3356;15248;-1
3356;15279;-1
3356;15290;-1
3356;15322;-1
3356;15345;-1
3356;15349;-1
3356;15352;-1
3356;15355;-1
3356;15359;-1
3356;15366;-1
3356;15388;-1
3356;15399;-1
3356;15422;-1
3356;15442;-1
3356;15447;-1
3356;15456;-1
3356;15463;-1
3356;15510;-1
3356;15517;-1
3356;15533;-1
3356;15542;-1
3356;15547;-1
3356;15568;-1
3356;15589;-1
3356;15598;-1
3356;15600;-1
3356;15613;-1
3356;15623;-1
3356;15641;-1
3356;15667;-1
3356;15694;-1
3356;15695;-1
3356;15697;-1
3356;15701;-1
3356;15703;-1
3356;15704;-1
3356;15734;-1
3356;15743;-1
3356;15769;-1
3356;15802;-1
3356;15805;-1
3356;15806;-1
3356;15826;-1
3356;15830;-1
3356;15839;-1
3356;15914;-1
3356;15925;-1
3356;15943;-1
3356;15951;-1
3356;15958;-1
3356;15960;-1
3356;15965;-1
3356;15989;-1
3356;15992;-1
3356;15994;-1
3356;15997;-1
3356;16050;-1
3356;16074;-1
3356;16080;-1
3356;16085;-1
3356;16086;-1
3356;16096;-1
3356;16097;-1
3356;16159;-1
3356;16171;-1
3356;16175;-1
3356;16178;-1
3356;16189;-1
3356;16194;-1
3356;16202;-1
3356;16243;-1
3356;16276;-1
3356;16294;-1
3356;16296;-1
3356;16345;-1
3356;16349;-1
3356;16353;-1
3356;16363;-1
3356;16387;-1
3356;16399;-1
3356;16406;-1
3356;16410;-1
3356;16422;-1
3356;16429;-1
3356;16432;-1
3356;16442;-1
3356;16445;-1
3356;16463;-1
3356;16467;-1
3356;16477;-1
3356;16481;-1
3356;16490;-1
3356;16491;-1
3356;16492;-1
3356;16493;-1
3356;16509;-1
3356;16523;-1
3356;16524;-1
3356;16526;-1
3356;16535;-1
3356;16555;-1
3356;16557;-1
3356;16559;-1
3356;16563;-1
3356;16567;-1
3356;16570;-1
3356;16574;-1
3356;16586;-1
3356;16591;-1
3356;16599;-1
3356;16617;-1
3356;16618;-1
3356;16619;-1
3356;16620;-1
3356;16637;-1
3356;16640;-1
3356;16641;-1
3356;16643;-1
3356;16657;-1
3356;16670;-1
3356;16674;-1
3356;16676;-1
3356;16681;-1
3356;16692;-1
3356;16695;-1
3356;16714;-1
3356;16719;-1
3356;16724;-1
3356;16728;-1
3356;16733;-1
3356;16735;-1
3356;16741;-1
3356;16743;-1
3356;16774;-1
3356;16787;-1
3356;16795;-1
3356;16797;-1
3356;16798;-1
3356;16803;-1
3356;16805;-1
3356;16809;-1
3356;16812;-1
3356;16813;-1
3356;16815;-1
3356;16818;-1
3356;16821;-1
3356;16832;-1
3356;16833;-1
3356;16839;-1
3356;16841;-1
3356;16848;-1
3356;16852;-1
3356;16860;-1
3356;16861;-1
3356;16862;-1
3356;16863;-1
3356;16867;-1
3356;16876;-1
3356;16877;-1
3356;16880;-1
3356;16895;-1
3356;16908;-1
3356;16940;-1
3356;16953;-1
3356;16955;-1
3356;16987;-1
3356;16988;-1
3356;16992;-1
3356;16996;-1
3356;16998;-1
3356;17005;-1
3356;17007;-1
3356;17011;-1
3356;17012;-1
3356;17015;-1
3356;17037;-1
3356;17043;-1
3356;17044;-1
3356;17054;-1
3356;17072;-1
3356;17088;-1
3356;17090;-1
3356;17109;-1
3356;17113;-1
3356;17116;-1
3356;17121;-1
3356;17125;-1
3356;17140;-1
3356;17151;-1
3356;17158;-1
3356;17161;-1
3356;17162;-1
3356;17163;-1
3356;17166;-1
3356;17172;-1
3356;17174;-1
3356;17183;-1
3356;17184;-1
3356;17185;-1
3356;17189;-1
3356;17192;-1
3356;17195;-1
3356;17203;-1
3356;17223;-1
3356;17242;-1
3356;17246;-1
3356;17248;-1
3356;17253;-1
3356;17254;-1
3356;17282;-1
3356;17293;0
3356;17310;-1
3356;17314;-1
3356;17348;-1
3356;17350;-1
3356;17359;-1
3356;17366;-1
3356;17368;-1
3356;17378;-1
3356;17381;-1
3356;17382;-1
3356;17388;-1
3356;17389;-1
3356;17394;-1
3356;17400;-1
3356;17451;-1
3356;17466;-1
3356;17557;-1
3356;17639;-1
3356;17895;-1
3356;17903;-1
3356;17978;-1
3356;18140;-1
3356;18434;-1
3356;18441;-1
3356;18450;-1
3356;18465;-1
3356;18468;-1
3356;18470;-1
3356;18484;-1
3356;18486;-1
3356;18491;-1
3356;18495;-1
3356;18500;-1
3356;18501;-1
3356;18505;-1
3356;18516;-1
3356;18540;-1
3356;18541;-1
3356;18546;-1
3356;18549;-1
3356;18566;-1
3356;18570;-1
3356;18574;-1
3356;18577;-1
3356;18588;-1
3356;18590;-1
3356;18596;-1
3356;18598;-1
3356;18603;-1
3356;18604;-1
3356;18624;-1
3356;18632;-1
3356;18637;-1
3356;18646;-1
3356;18649;-1
3356;18656;-1
3356;18683;-1
3356;18690;-1
3356;18693;-1
3356;18697;-1
3356;18700;-1
3356;18703;0
3356;18704;-1
3356;18705;-1
3356;18716;-1
3356;18718;-1
3356;18733;-1
3356;18734;-1
3356;18742;-1
3356;18757;-1
3356;18759;-1
3356;18773;-1
3356;18776;-1
3356;18787;-1
3356;18790;-1
3356;18796;-1
3356;18798;-1
3356;18809;-1
3356;18815;-1
3356;18819;-1
3356;18826;-1
3356;18837;-1
3356;18844;-1
3356;18845;-1
3356;18849;-1
3356;18850;-1
3356;18851;-1
3356;18852;-1
3356;18855;-1
3356;18871;-1
3356;18888;-1
3356;18896;-1
3356;18912;-1
3356;18918;-1
3356;18938;-1
3356;18943;-1
3356;18985;-1
3356;19001;-1
3356;19009;-1
3356;19010;-1
3356;19012;-1
3356;19013;-1
3356;19019;0
3356;19021;-1
3356;19048;-1
3356;19058;-1
3356;19059;-1
3356;19066;-1
3356;19067;-1
3356;19071;-1
3356;19073;-1
3356;19094;-1
3356;19104;-1
3356;19108;-1
3356;19113;-1
3356;19128;-1
3356;19137;-1
3356;19151;-1
3356;19160;-1
3356;19168;-1
3356;19169;-1
3356;19174;-1
3356;19178;-1
3356;19197;-1
3356;19207;-1
3356;19210;-1
3356;19222;-1
3356;19223;-1
3356;19229;-1
3356;19237;-1
3356;19240;-1
3356;19253;-1
3356;19254;-1
3356;19256;-1
3356;19269;-1
3356;19271;-1
3356;19305;-1
3356;19323;-1
3356;19331;-1
3356;19332;-1
3356;19364;-1
3356;19370;-1
3356;19397;-1
3356;19400;-1
3356;19409;-1
3356;19416;-1
3356;19424;-1
3356;19429;-1
3356;19443;-1
3356;19445;-1
3356;19452;-1
3356;19500;-1
3356;19503;-1
3356;19510;-1
3356;19528;-1
3356;19534;-1
3356;19536;-1
3356;19541;-1
3356;19554;-1
3356;19555;-1
3356;19578;-1
3356;19580;-1
3356;19586;-1
3356;19589;-1
3356;19593;-1
3356;19600;-1
3356;19602;-1
3356;19604;-1
3356;19613;-1
3356;19614;-1
3356;19618;-1
3356;19619;-1
3356;19622;-1
3356;19647;-1
3356;19649;-1
3356;19650;-1
3356;19653;-1
3356;19655;-1
3356;19661;-1
3356;19664;-1
3356;19674;-1
3356;19679;-1
3356;19681;-1
3356;19682;-1
3356;19685;-1
3356;19687;-1
3356;19690;-1
3356;19709;-1
3356;19721;-1
3356;19727;-1
3356;19732;-1
3356;19739;-1
3356;19742;-1
3356;19747;-1
3356;19749;-1
3356;19750;-1
3356;19752;-1
3356;19753;-1
3356;19768;-1
3356;19770;-1
3356;19786;-1
3356;19792;-1
3356;19803;-1
3356;19804;-1
3356;19806;-1
3356;19808;-1
3356;19817;-1
3356;19830;-1
3356;19843;-1
3356;19855;-1
3356;19871;-1
3356;19882;-1
3356;19885;-1
3356;19886;-1
3356;19891;-1
3356;19893;-1
3356;19898;-1
3356;19905;-1
3356;19918;-1
3356;19920;-1
3356;19923;-1
3356;19927;-1
3356;19931;-1
3356;19940;-1
3356;19950;-1
3356;19951;-1
3356;19964;-1
3356;19973;-1
3356;19982;-1
3356;19997;-1
3356;20013;-1
3356;20021;-1
3356;20036;-1
3356;20037;-1
3356;20053;-1
3356;20060;-1
3356;20069;-1
3356;20070;-1
3356;20089;-1
3356;20093;-1
3356;20100;-1
3356;20105;-1
3356;20115;-1
3356;20122;-1
3356;20123;-1
3356;20125;-1
3356;20137;-1
3356;20143;-1
3356;20144;-1
3356;20149;-1
3356;20154;-1
3356;20155;-1
3356;20163;-1
3356;20167;-1
3356;20170;-1
3356;20171;-1
3356;20174;-1
3356;20187;-1
3356;20214;-1
3356;20234;-1
3356;20235;-1
3356;20242;-1
3356;20249;-1
3356;20262;-1
3356;20284;-1
3356;20304;-1
3356;20308;-1
3356;20313;-1
3356;20324;-1
3356;20331;-1
3356;20333;-1
3356;20334;-1
3356;20340;-1
3356;20353;-1
3356;20374;-1
3356;20381;-1
3356;20385;-1
3356;20394;-1
3356;20401;-1
3356;20413;-1
3356;20414;-1
3356;20419;-1
3356;20433;-1
3356;20435;-1
3356;20464;-1
3356;20470;-1
3356;20473;-1
3356;20485;-1
3356;20521;-1
3356;20552;-1
3356;20570;-1
3356;20577;-1
3356;20596;-1
3356;20617;-1
3356;20634;-1
3356;20647;-1
3356;20676;-1
3356;20681;-1
3356;20686;-1
3356;20705;-1
3356;20764;-1
3356;20771;0
3356;20804;-1
3356;20811;-1
3356;20830;-1
3356;20836;-1
3356;20878;-1
3356;20880;-1
3356;20886;-1
3356;20900;-1
3356;20932;-1
3356;20952;-1
3356;20969;-1
3356;21003;-1
3356;21013;-1
3356;21056;-1
3356;21069;-1
3356;21099;-1
3356;21175;-1
3356;21188;-1
3356;21221;-1
3356;21233;-1
3356;21263;0
3356;21267;-1
3356;21277;-1
3356;21294;-1
3356;21320;-1
3356;21345;-1
3356;21350;-1
3356;21385;-1
3356;21433;-1
3356;21449;-1
3356;21470;-1
3356;21472;-1
3356;21473;-1
3356;21533;-1
3356;21541;-1
3356;21554;-1
3356;21570;-1
3356;21576;-1
3356;21594;-1
3356;21608;-1
3356;21615;-1
3356;21627;-1
3356;21636;-1
3356;21637;-1
3356;21650;-1
3356;21651;-1
3356;21655;-1
3356;21661;-1
3356;21662;-1
3356;21672;-1
3356;21678;-1
3356;21679;-1
3356;21680;-1
3356;21691;-1
3356;21693;-1
3356;21720;-1
3356;21724;-1
3356;21734;-1
3356;21735;-1
3356;21740;-1
3356;21775;-1
3356;21777;-1
3356;21782;-1
3356;21787;-1
3356;21803;-1
3356;21808;-1
3356;21812;-1
3356;21821;-1
3356;21855;-1
3356;21859;-1
3356;21864;-1
3356;21866;-1
3356;21869;-1
3356;21879;-1
3356;21880;-1
3356;21881;-1
3356;21886;-1
3356;21889;-1
3356;21893;-1
3356;21904;-1
3356;21906;-1
3356;21923;-1
3356;21928;-1
3356;21934;-1
3356;21935;-1
3356;21938;-1
3356;21939;-1
3356;21947;-1
3356;21948;-1
3356;21949;-1
3356;21958;-1
3356;21961;-1
3356;21962;-1
3356;21969;-1
3356;21970;-1
3356;22001;-1
3356;22004;-1
3356;22006;-1
3356;22022;-1
3356;22023;-1
3356;22034;-1
3356;22043;-1
3356;22053;-1
3356;22062;-1
3356;22064;-1
3356;22077;-1
3356;22085;-1
3356;22097;-1
3356;22103;-1
3356;22107;-1
3356;22116;-1
3356;22134;-1
3356;22140;-1
3356;22143;-1
3356;22144;-1
3356;22150;-1
3356;22178;-1
3356;22191;-1
3356;22192;-1
3356;22196;-1
3356;22198;-1
3356;22199;-1
3356;22220;-1
3356;22229;-1
3356;22241;-1
3356;22255;-1
3356;22260;-1
3356;22268;-1
3356;22279;-1
3356;22282;-1
3356;22297;-1
3356;22301;-1
3356;22302;-1
3356;22317;-1
3356;22319;-1
3356;22324;-1
3356;22328;-1
3356;22330;-1
3356;22334;-1
3356;22342;-1
3356;22343;-1
3356;22351;-1
3356;22353;-1
3356;22357;-1
3356;22361;-1
3356;22362;-1
3356;22364;-1
3356;22373;-1
3356;22384;-1
3356;22385;-1
3356;22402;-1
3356;22414;-1
3356;22434;-1
3356;22435;-1
3356;22442;-1
3356;22469;-1
3356;22474;-1
3356;22489;-1
3356;22511;-1
3356;22521;-1
3356;22528;-1
3356;22542;-1
3356;22556;-1
3356;22557;-1
3356;22566;-1
3356;22581;-1
3356;22588;-1
3356;22591;-1
3356;22593;-1
3356;22606;-1
3356;22611;-1
3356;22625;-1
3356;22632;-1
3356;22646;-1
3356;22649;-1
3356;22652;-1
3356;22657;-1
3356;22675;-1
3356;22680;-1
3356;22681;-1
3356;22683;-1
3356;22687;-1
3356;22688;-1
3356;22696;-1
3356;22697;-1
3356;22702;-1
3356;22703;-1
3356;22709;-1
3356;22717;-1
3356;22727;-1
3356;22734;-1
3356;22740;-1
3356;22743;-1
3356;22746;-1
3356;22747;-1
3356;22761;-1
3356;22764;-1
3356;22773;-1
3356;22780;-1
3356;22792;-1
3356;22796;-1
3356;22802;-1
3356;22831;-1
3356;22834;-1
3356;22844;-1
3356;22845;-1
3356;22846;-1
3356;22855;-1
3356;22857;-1
3356;22862;-1
3356;22865;-1
3356;22877;-1
3356;22883;-1
3356;22885;-1
3356;22886;-1
3356;22895;-1
3356;22898;-1
3356;22903;-1
3356;22909;-1
3356;22914;-1
3356;22915;-1
3356;22928;-1
3356;22931;-1
3356;22934;-1
3356;22938;-1
3356;22943;-1
3356;22958;-1
3356;22962;-1
3356;22976;-1
3356;22992;-1
3356;23005;-1
3356;23012;-1
3356;23018;-1
3356;23027;-1
3356;23047;-1
3356;23049;-1
3356;23061;-1
3356;23081;-1
3356;23089;-1
3356;23097;-1
3356;23102;-1
3356;23104;-1
3356;23111;-1
3356;23112;-1
3356;23118;-1
3356;23127;-1
3356;23131;-1
3356;23141;-1
3356;23145;-1
3356;23160;-1
3356;23172;-1
3356;23183;-1
3356;23185;-1
3356;23197;-1
3356;23198;-1
3356;23209;-1
3356;23224;-1
3356;23226;-1
3356;23230;-1
3356;23233;-1
3356;23234;-1
3356;23240;-1
3356;23241;-1
3356;23248;-1
3356;23251;-1
3356;23252;-1
3356;23256;-1
3356;23258;-1
3356;23260;-1
3356;23262;-1
3356;23268;-1
3356;23274;-1
3356;23275;-1
3356;23286;-1
3356;23296;-1
3356;23304;-1
3356;23306;-1
3356;23308;-1
3356;23314;-1
3356;23319;-1
3356;23336;-1
3356;23338;-1
3356;23344;-1
3356;23345;-1
3356;23347;-1
3356;23349;-1
3356;23352;-1
3356;23357;-1
3356;23365;-1
3356;23368;-1
3356;23372;-1
3356;23381;-1
3356;23384;-1
3356;23394;-1
3356;23399;-1
3356;23400;-1
3356;23403;-1
3356;23422;-1
3356;23428;-1
3356;23465;-1
3356;23467;-1
3356;23468;-1
3356;23472;-1
3356;23482;-1
3356;23486;-1
3356;23494;-1
3356;23498;-1
3356;23502;-1
3356;23514;-1
3356;23517;-1
3356;23520;-1
3356;23521;-1
3356;23532;-1
3356;23535;-1
3356;23542;-1
3356;23551;-1
3356;23655;-1
3356;23944;-1
3356;24016;-1
3356;24151;-1
3356;24232;-1
3356;24582;-1
3356;24589;-1
3356;24611;-1
3356;24637;-1
3356;24642;-1
3356;24679;-1
3356;24720;-1
3356;24724;-1
3356;24739;-1
3356;24753;-1
3356;24778;-1
3356;24785;-1
3356;24786;-1
3356;24863;-1
3356;24864;0
3356;24867;-1
3356;24910;-1
3356;24916;-1
3356;24929;-1
3356;24940;0
3356;24954;-1
3356;24961;-1
3356;24973;-1
3356;24989;-1
3356;25003;-1
3356;25011;-1
3356;25046;-1
3356;25074;-1
3356;25087;-1
3356;25091;-1
3356;25117;-1
3356;25122;-1
3356;25148;0
3356;25151;-1
3356;25160;-1
3356;25180;-1
3356;25215;-1
3356;25220;-1
3356;25273;-1
3356;25279;-1
3356;25286;-1
3356;25291;-1
3356;25310;-1
3356;25376;-1
3356;25441;-1
3356;25464;-1
3356;25465;-1
3356;25466;-1
3356;25470;-1
3356;25525;-1
3356;25562;-1
3356;25593;-1
3356;25599;-1
3356;25602;-1
3356;25605;-1
3356;25611;-1
3356;25625;-1
3356;25627;-1
3356;25645;-1
3356;25647;-1
3356;25651;-1
3356;25655;-1
3356;25659;-1
3356;25665;-1
3356;25667;-1
3356;25672;-1
3356;25674;-1
3356;25687;-1
3356;25694;-1
3356;25712;-1
3356;25740;-1
3356;25746;-1
3356;25750;-1
3356;25751;-1
3356;25755;-1
3356;25771;-1
3356;25775;-1
3356;25783;-1
3356;25795;-1
3356;25802;-1
3356;25809;-1
3356;25813;-1
3356;25818;0
3356;25829;-1
3356;25842;-1
3356;25843;-1
3356;25844;-1
3356;25851;-1
3356;25853;-1
3356;25871;-1
3356;25873;-1
3356;25878;-1
3356;25883;-1
3356;25896;-1
3356;25898;-1
3356;25899;-1
3356;25910;-1
3356;25921;-1
3356;25922;-1
3356;25923;-1
3356;25930;-1
3356;25932;-1
3356;25934;-1
3356;25935;-1
3356;25955;-1
3356;25972;-1
3356;26001;-1
3356;26028;-1
3356;26031;-1
3356;26034;-1
3356;26040;-1
3356;26041;-1
3356;26054;-1
3356;26057;-1
3356;26062;-1
3356;26070;-1
3356;26072;-1
3356;26074;-1
3356;26075;-1
3356;26076;-1
3356;26079;-1
3356;26080;-1
3356;26084;-1
3356;26086;-1
3356;26094;-1
3356;26102;-1
3356;26108;-1
3356;26114;-1
3356;26120;-1
3356;26143;-1
3356;26190;-1
3356;26201;-1
3356;26202;-1
3356;26209;-1
3356;26211;-1
3356;26224;-1
3356;26225;-1
3356;26228;-1
3356;26229;-1
3356;26236;-1
3356;26241;-1
3356;26245;-1
3356;26251;-1
3356;26259;-1
3356;26276;-1
3356;26277;-1
3356;26282;-1
3356;26287;-1
3356;26296;-1
3356;26298;-1
3356;26312;-1
3356;26326;-1
3356;26340;-1
3356;26342;-1
3356;26344;-1
3356;26365;-1
3356;26372;-1
3356;26375;-1
3356;26378;-1
3356;26386;-1
3356;26390;-1
3356;26404;-1
3356;26405;-1
3356;26407;-1
3356;26411;-1
3356;26423;-1
3356;26435;-1
3356;26443;-1
3356;26446;-1
3356;26447;-1
3356;26455;-1
3356;26458;-1
3356;26467;-1
3356;26471;-1
3356;26478;-1
3356;26482;-1
3356;26485;-1
3356;26487;-1
3356;26496;-1
3356;26503;-1
3356;26517;-1
3356;26526;-1
3356;26552;-1
3356;26558;-1
3356;26570;-1
3356;26573;-1
3356;26613;-1
3356;26647;-1
3356;26651;-1
3356;26667;-1
3356;26668;-1
3356;26672;-1
3356;26673;-1
3356;26694;-1
3356;26699;-1
3356;26708;-1
3356;26749;-1
3356;26759;-1
3356;26782;-1
3356;26794;-1
3356;26808;-1
3356;26811;-1
3356;26827;-1
3356;26833;-1
3356;26835;-1
3356;26840;-1
3356;26842;-1
3356;26845;-1
3356;26854;-1
3356;26873;-1
3356;26876;-1
3356;26878;-1
3356;26895;-1
3356;26903;-1
3356;26926;-1
3356;26929;-1
3356;26933;-1
3356;26940;-1
3356;26949;-1
3356;26964;-1
3356;26967;-1
3356;26977;-1
3356;26978;-1
3356;26983;-1
3356;26987;-1
3356;26989;-1
3356;26991;-1
3356;26992;-1
3356;27026;-1
3356;27029;-1
3356;27182;-1
3356;27193;-1
3356;27200;-1
3356;27205;-1
3356;27211;-1
3356;27240;-1
3356;27252;-1
3356;27257;-1
3356;27264;-1
3356;27269;-1
3356;27281;-1
3356;27294;-1
3356;27306;-1
3356;27313;-1
3356;27328;-1
3356;27336;-1
3356;27338;-1
3356;27351;-1
3356;27358;-1
3356;27362;-1
3356;27363;-1
3356;27364;-1
3356;27365;-1
3356;27374;-1
3356;27377;-1
3356;27381;-1
3356;27385;-1
3356;27393;-1
3356;27396;-1
3356;27400;-1
3356;27402;-1
3356;27419;-1
3356;27425;-1
3356;27439;-1
3356;27446;-1
3356;27459;-1
3356;27467;-1
3356;27471;-1
3356;27475;-1
3356;27477;-1
3356;27495;-1
3356;27510;-1
3356;27513;-1
3356;27521;-1
3356;27526;-1
3356;27545;-1
3356;27548;-1
3356;27552;-1
3356;27553;-1
3356;27559;-1
3356;27560;-1
3356;27564;-1
3356;27565;-1
3356;27569;-1
3356;27581;-1
3356;27589;-1
3356;27597;-1
3356;27603;-1
3356;27604;-1
3356;27630;-1
3356;27631;-1
3356;27632;-1
3356;27639;-1
3356;27640;-1
3356;27740;-1
3356;27766;-1
3356;27887;-1
3356;27989;-1
3356;28026;-1
3356;28438;-1
3356;28502;-1
3356;28509;-1
3356;28513;-1
3356;28554;-1
3356;28626;-1
3356;28676;-1
3356;28695;-1
3356;28729;-1
3356;28763;-1
3356;28780;-1
3356;28783;-1
3356;28810;-1
3356;28846;-1
3356;28855;-1
3356;28909;-1
3356;28914;-1
3356;28917;-1
3356;28931;-1
3356;28939;-1
3356;28941;-1
3356;28968;-1
3356;28988;-1
3356;29006;-1
3356;29014;-1
3356;29016;-1
3356;29017;-1
3356;29045;-1
3356;29049;-1
3356;29054;-1
3356;29066;-1
3356;29073;-1
3356;29076;-1
3356;29084;-1
3356;29119;-1
3356;29129;-1
3356;29141;-1
3356;29152;-1
3356;29169;-1
3356;29197;-1
3356;29222;-1
3356;29244;-1
3356;29264;-1
3356;29283;-1
3356;29297;-1
3356;29314;-1
3356;29391;-1
3356;29396;-1
3356;29400;-1
3356;29413;-1
3356;29422;-1
3356;29452;-1
3356;29505;-1
3356;29551;-1
3356;29575;-1
3356;29607;-1
3356;29608;-1
3356;29611;-1
3356;29644;-1
3356;29646;-1
3356;29649;-1
3356;29656;-1
3356;29664;-1
3356;29668;-1
3356;29676;-1
3356;29691;-1
3356;29695;-1
3356;29719;-1
3356;29721;-1
3356;29736;-1
3356;29743;-1
3356;29748;-1
3356;29754;-1
3356;29765;-1
3356;29766;-1
3356;29771;-1
3356;29781;-1
3356;29802;-1
3356;29808;-1
3356;29823;-1
3356;29825;-1
3356;29834;-1
3356;29848;-1
3356;29853;-1
3356;29854;-1
3356;29855;-1
3356;29857;-1
3356;29863;-1
3356;29870;-1
3356;29871;-1
3356;29873;-1
3356;29888;-1
3356;29891;-1
3356;29897;-1
3356;29899;-1
3356;29906;-1
3356;29912;-1
3356;29930;-1
3356;29933;-1
3356;29944;-1
3356;29946;-1
3356;29947;-1
3356;29950;-1
3356;29954;-1
3356;29960;-1
3356;29964;-1
3356;29967;-1
3356;29968;-1
3356;29971;-1
3356;29990;-1
3356;30006;-1
3356;30007;-1
3356;30013;-1
3356;30016;-1
3356;30021;-1
3356;30023;-1
3356;30029;-1
3356;30034;-1
3356;30036;-1
3356;30046;-1
3356;30048;-1
3356;30051;-1
3356;30056;-1
3356;30060;0
3356;30066;-1
3356;30070;-1
3356;30097;-1
3356;30101;-1
3356;30103;-1
3356;30108;-1
3356;30109;-1
3356;30115;-1
3356;30119;-1
3356;30120;-1
3356;30121;-1
3356;30141;-1
3356;30142;-1
3356;30152;-1
3356;30156;-1
3356;30161;-1
3356;30171;-1
3356;30174;-1
3356;30176;-1
3356;30180;-1
3356;30188;-1
3356;30189;-1
3356;30201;-1
3356;30217;-1
3356;30228;-1
3356;30233;-1
3356;30238;-1
3356;30247;-1
3356;30260;-1
3356;30264;-1
3356;30283;-1
3356;30286;-1
3356;30303;-1
3356;30311;-1
3356;30328;-1
3356;30333;-1
3356;30347;-1
3356;30350;-1
3356;30354;-1
3356;30372;-1
3356;30383;-1
3356;30394;-1
3356;30409;-1
3356;30410;-1
3356;30419;-1
3356;30423;-1
3356;30427;-1
3356;30432;-1
3356;30437;-1
3356;30444;-1
3356;30447;-1
3356;30459;-1
3356;30475;-1
3356;30484;-1
3356;30493;-1
3356;30495;-1
3356;30496;-1
3356;30497;-1
3356;30504;-1
3356;30517;-1
3356;30520;-1
3356;30524;-1
3356;30536;-1
3356;30548;-1
3356;30550;-1
3356;30554;-1
3356;30560;-1
3356;30586;-1
3356;30588;-1
3356;30595;-1
3356;30598;-1
3356;30607;-1
3356;30614;-1
3356;30617;-1
3356;30620;-1
3356;30622;-1
3356;30635;-1
3356;30641;-1
3356;30647;-1
3356;30662;-1
3356;30677;-1
3356;30682;-1
3356;30686;-1
3356;30693;-1
3356;30697;-1
3356;30709;-1
3356;30714;-1
3356;30736;-1
3356;30741;-1
3356;30742;-1
3356;30781;-1
3356;30811;-1
3356;30827;-1
3356;30844;0
3356;30889;-1
3356;30914;-1
3356;30950;-1
3356;30961;-1
3356;30962;-1
3356;30990;-1
3356;31027;-1
3356;31034;-1
3356;31042;-1
3356;31059;-1
3356;31084;-1
3356;31122;-1
3356;31133;-1
3356;31151;-1
3356;31152;-1
3356;31178;-1
3356;31198;-1
3356;31202;-1
